index,Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Score,Sets_Played,Tie_Breaks
59780,Monte Carlo Masters,2023-04-10,Masters 1000,Outdoor,Clay,1st Round,3,Bautista Agut R.,Krajinovic F.,Bautista Agut R.,29,78,5-7 7-6 6-1   ,3,1
59781,Monte Carlo Masters,2023-04-10,Masters 1000,Outdoor,Clay,1st Round,3,Gasquet R.,Thiem D.,Thiem D.,43,106,1-6 4-6    ,2,0
59782,Monte Carlo Masters,2023-04-11,Masters 1000,Outdoor,Clay,1st Round,3,Lehecka J.,Ruusuvuori E.,Lehecka J.,42,38,6-1 7-5    ,2,0
59783,Monte Carlo Masters,2023-04-11,Masters 1000,Outdoor,Clay,1st Round,3,Shelton B.,Dimitrov G.,Dimitrov G.,39,25,1-6 6-3 3-6   ,3,0
59784,Monte Carlo Masters,2023-04-11,Masters 1000,Outdoor,Clay,1st Round,3,Sonego L.,Humbert U.,Sonego L.,45,79,3-6 7-5 7-5   ,3,0
59785,Monte Carlo Masters,2023-04-11,Masters 1000,Outdoor,Clay,1st Round,3,Bublik A.,Zverev A.,Zverev A.,53,16,6-3 2-6 4-6   ,3,0
59786,Monte Carlo Masters,2023-04-11,Masters 1000,Outdoor,Clay,1st Round,3,Khachanov K.,Davidovich Fokina A.,Khachanov K.,12,24,6-2 6-2    ,2,0
59787,Monte Carlo Masters,2023-04-11,Masters 1000,Outdoor,Clay,1st Round,3,Vacherot V.,Nardi L.,Nardi L.,357,159,5-7 5-7    ,2,0
59788,Monte Carlo Masters,2023-04-11,Masters 1000,Outdoor,Clay,1st Round,3,Musetti L.,Kecmanovic M.,Musetti L.,21,34,7-6 6-0    ,2,1
59789,Monte Carlo Masters,2023-04-11,Masters 1000,Outdoor,Clay,1st Round,3,Evans D.,Ivashka I.,Ivashka I.,28,74,6-2 2-6 3-6   ,3,0
59790,Monte Carlo Masters,2023-04-11,Masters 1000,Outdoor,Clay,2nd Round,3,Rublev A.,Munar J.,Rublev A.,6,83,4-6 6-2 6-2   ,3,0
59791,Monte Carlo Masters,2023-04-11,Masters 1000,Outdoor,Clay,2nd Round,3,Gakhov I.,Djokovic N.,Djokovic N.,198,1,6-7 2-6    ,2,1
59792,Monte Carlo Masters,2023-04-11,Masters 1000,Outdoor,Clay,2nd Round,3,Hurkacz H.,Draper J.,Hurkacz H.,13,56,6-3 6-7 7-5   ,3,1
59793,Monte Carlo Masters,2023-04-12,Masters 1000,Outdoor,Clay,2nd Round,3,Bautista Agut R.,Zverev A.,Zverev A.,29,16,4-6 4-6    ,2,0
59794,Monte Carlo Masters,2023-04-12,Masters 1000,Outdoor,Clay,2nd Round,3,Jarry N.,Popyrin A.,Jarry N.,58,94,3-6 7-5 6-4   ,3,0
59795,Monte Carlo Masters,2023-04-12,Masters 1000,Outdoor,Clay,2nd Round,3,Van De Zandschulp B.,Ruud C.,Ruud C.,31,4,5-7 6-7    ,2,1
59796,Monte Carlo Masters,2023-04-12,Masters 1000,Outdoor,Clay,2nd Round,3,Struff J.L.,De Minaur A.,Struff J.L.,100,19,6-3 6-2    ,2,0
59797,Monte Carlo Masters,2023-04-12,Masters 1000,Outdoor,Clay,2nd Round,3,Nardi L.,Musetti L.,Musetti L.,159,21,0-6 0-6    ,2,0
59798,Monte Carlo Masters,2023-04-12,Masters 1000,Outdoor,Clay,2nd Round,3,Lehecka J.,Dimitrov G.,Lehecka J.,42,25,7-6 6-4    ,2,1
59799,Monte Carlo Masters,2023-04-12,Masters 1000,Outdoor,Clay,2nd Round,3,Ivashka I.,Khachanov K.,Khachanov K.,74,12,6-7 2-6    ,2,1
59800,Monte Carlo Masters,2023-04-12,Masters 1000,Outdoor,Clay,2nd Round,3,Medvedev D.,Sonego L.,Medvedev D.,5,45,6-3 6-2    ,2,0
59801,Monte Carlo Masters,2023-04-12,Masters 1000,Outdoor,Clay,2nd Round,3,Wawrinka S.,Fritz T.,Fritz T.,90,10,6-7 2-6    ,2,1
59802,Monte Carlo Masters,2023-04-12,Masters 1000,Outdoor,Clay,2nd Round,3,Rune H.,Thiem D.,Rune H.,9,106,6-2 6-4    ,2,0
59803,Monte Carlo Masters,2023-04-12,Masters 1000,Outdoor,Clay,2nd Round,3,Cerundolo F.,Berrettini M.,Berrettini M.,33,22,7-5 6-7 4-6   ,3,1
59804,Monte Carlo Masters,2023-04-13,Masters 1000,Outdoor,Clay,3rd Round,3,Sinner J.,Hurkacz H.,Sinner J.,8,13,3-6 7-6 6-1   ,3,1
59805,Monte Carlo Masters,2023-04-13,Masters 1000,Outdoor,Clay,3rd Round,3,Ruud C.,Struff J.L.,Struff J.L.,4,100,1-6 6-7    ,2,1
59806,Monte Carlo Masters,2023-04-13,Masters 1000,Outdoor,Clay,3rd Round,3,Rublev A.,Khachanov K.,Rublev A.,6,12,7-6 6-2    ,2,1
59807,Monte Carlo Masters,2023-04-13,Masters 1000,Outdoor,Clay,3rd Round,3,Jarry N.,Tsitsipas S.,Tsitsipas S.,58,3,3-6 4-6    ,2,0
59808,Monte Carlo Masters,2023-04-13,Masters 1000,Outdoor,Clay,3rd Round,3,Fritz T.,Lehecka J.,Fritz T.,10,42,4-6 6-4 6-1   ,3,0
59809,Monte Carlo Masters,2023-04-13,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Musetti L.,Musetti L.,1,21,6-4 5-7 4-6   ,3,0
59810,Monte Carlo Masters,2023-04-13,Masters 1000,Outdoor,Clay,3rd Round,3,Medvedev D.,Zverev A.,Medvedev D.,5,16,3-6 7-5 7-6   ,3,1
59811,Monte Carlo Masters,2023-04-14,Masters 1000,Outdoor,Clay,Quarterfinals,3,Struff J.L.,Rublev A.,Rublev A.,100,6,1-6 6-7    ,2,1
59812,Monte Carlo Masters,2023-04-14,Masters 1000,Outdoor,Clay,Quarterfinals,3,Fritz T.,Tsitsipas S.,Fritz T.,10,3,6-2 6-4    ,2,0
59813,Monte Carlo Masters,2023-04-14,Masters 1000,Outdoor,Clay,Quarterfinals,3,Medvedev D.,Rune H.,Rune H.,5,9,3-6 4-6    ,2,0
59814,Monte Carlo Masters,2023-04-14,Masters 1000,Outdoor,Clay,Quarterfinals,3,Sinner J.,Musetti L.,Sinner J.,8,21,6-2 6-2    ,2,0
59815,Monte Carlo Masters,2023-04-15,Masters 1000,Outdoor,Clay,Semifinals,3,Fritz T.,Rublev A.,Rublev A.,10,6,7-5 1-6 3-6   ,3,0
59816,Monte Carlo Masters,2023-04-15,Masters 1000,Outdoor,Clay,Semifinals,3,Rune H.,Sinner J.,Rune H.,9,8,1-6 7-5 7-5   ,3,0
59817,Monte Carlo Masters,2023-04-16,Masters 1000,Outdoor,Clay,The Final,3,Rune H.,Rublev A.,Rublev A.,9,6,7-5 2-6 5-7   ,3,0
59915,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3,Ivashka I.,Ramos-Vinolas A.,Ramos-Vinolas A.,69,60,6-4 6-7 2-6   ,3,1
59916,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3,Gaston H.,Chardy J.,Gaston H.,106,635,6-3 6-4    ,2,0
59917,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3,Nava E.,Barrere G.,Barrere G.,173,56,0-6 7-5 3-6   ,3,0
59918,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3,Molcan A.,Wu Y.,Molcan A.,58,57,6-2 6-4    ,2,0
59919,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3,Popyrin A.,Halys Q.,Halys Q.,75,66,6-4 4-6 4-6   ,3,0
59920,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3,Bublik A.,Galan D.E.,Bublik A.,55,100,7-6 6-7 6-4   ,3,2
59921,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3,Goffin D.,Carballes Baena R.,Carballes Baena R.,95,53,4-6 4-6    ,2,0
59922,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3,Hanfmann Y.,Varillas J. P.,Hanfmann Y.,108,87,6-4 3-6 6-3   ,3,0
59923,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3,Cressy M.,Wawrinka S.,Wawrinka S.,39,84,7-6 3-6 6-7   ,3,2
59924,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3,Grenier H.,Schwartzman D.,Grenier H.,128,72,7-5 6-4    ,2,0
59925,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3,Kotov P.,Otte O.,Otte O.,101,98,3-6 6-4 4-6   ,3,0
59926,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3,Arnaldi M.,Paire B.,Arnaldi M.,105,161,6-1 3-6 7-6   ,3,1
59927,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3,Humbert U.,Ruusuvuori E.,Ruusuvuori E.,77,41,6-7 6-7    ,2,2
59928,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3,Munar J.,Kokkinakis T.,Munar J.,88,111,7-6 7-6    ,2,2
59929,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3,Gojo B.,Monteiro T.,Monteiro T.,110,97,6-7 6-4 3-6   ,3,1
59930,Mutua Madrid Open,2023-04-26,Masters 1000,Outdoor,Clay,1st Round,3,Gasquet R.,Landaluce M.,Gasquet R.,43,894,6-2 6-1    ,2,0
59931,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3,Mannarino A.,Etcheverry T.,Etcheverry T.,46,59,4-6 0-6    ,2,0
59932,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3,Shevchenko A.,Wolf J.J.,Shevchenko A.,96,49,6-4 6-4    ,2,0
59933,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3,Jarry N.,Safiullin R.,Safiullin R.,51,112,2-6 6-3 3-6   ,3,0
59934,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3,Thiem D.,Edmund K.,Thiem D.,93,498,6-4 6-1    ,2,0
59935,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3,Rodionov J.,Zhang Zh.,Zhang Zh.,119,99,6-7 4-6    ,2,1
59936,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3,Watanuki Y.,Moutet C.,Watanuki Y.,117,64,6-3 6-3    ,2,0
59937,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3,Huesler M.A.,Garin C.,Garin C.,76,73,6-7 2-6    ,2,1
59938,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3,Cachin P.,Shelbayh A.,Cachin P.,67,243,6-1 6-4    ,2,0
59939,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3,Sonego L.,Struff J.L.,Struff J.L.,47,65,3-6 1-6    ,2,0
59940,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3,Giron M.,Borges N.,Giron M.,61,74,6-2 7-6    ,2,1
59941,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3,Fucsovics M.,Cecchinato M.,Cecchinato M.,83,85,6-7 3-6    ,2,1
59942,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3,O Connell C.,Krajinovic F.,O Connell C.,81,79,6-4 6-7 6-2   ,3,1
59943,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3,Murray A.,Vavassori A.,Vavassori A.,52,164,2-6 6-7    ,2,1
59944,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3,Lajovic D.,Kubler J.,Lajovic D.,40,63,6-3 6-3    ,2,0
59945,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3,Mcdonald M.,Zapata Miralles B.,Zapata Miralles B.,54,42,6-3 3-6 6-7   ,3,1
59946,Mutua Madrid Open,2023-04-27,Masters 1000,Outdoor,Clay,1st Round,3,Karatsev A.,Djere L.,Karatsev A.,121,70,7-6 7-5    ,2,1
59947,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3,Ruud C.,Arnaldi M.,Arnaldi M.,4,105,3-6 4-6    ,2,0
59948,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3,Altmaier D.,Otte O.,Altmaier D.,92,98,6-4 7-5    ,2,0
59949,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3,Molcan A.,Nishioka Y.,Nishioka Y.,58,34,7-5 4-6 4-6   ,3,0
59950,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3,Hanfmann Y.,Musetti L.,Hanfmann Y.,108,18,6-4 7-6    ,2,1
59951,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3,Wawrinka S.,Rublev A.,Rublev A.,84,6,5-7 4-6    ,2,0
59952,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3,Dimitrov G.,Barrere G.,Dimitrov G.,32,56,7-6 7-6    ,2,2
59953,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3,Monteiro T.,Khachanov K.,Khachanov K.,97,12,3-6 6-3 3-6   ,3,0
59954,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3,Alcaraz C.,Ruusuvuori E.,Alcaraz C.,2,41,2-6 6-4 6-2   ,3,0
59955,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3,Halys Q.,Bautista Agut R.,Bautista Agut R.,66,25,6-4 6-7 3-6   ,3,1
59956,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3,Coric B.,Gaston H.,Coric B.,20,106,6-3 6-3    ,2,0
59957,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3,Korda S.,Grenier H.,Grenier H.,28,128,6-7 6-7    ,2,2
59958,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3,Hurkacz H.,Gasquet R.,Hurkacz H.,15,43,6-7 6-4 7-5   ,3,1
59959,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3,Bublik A.,Rune H.,Rune H.,55,7,1-6 6-4 6-7   ,3,1
59960,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3,Davidovich Fokina A.,Ramos-Vinolas A.,Davidovich Fokina A.,35,60,6-3 6-4    ,2,0
59961,Mutua Madrid Open,2023-04-28,Masters 1000,Outdoor,Clay,2nd Round,3,Carballes Baena R.,Zverev A.,Zverev A.,53,16,7-6 5-7 0-6   ,3,1
59962,Mutua Madrid Open,2023-04-29,Masters 1000,Outdoor,Clay,2nd Round,3,Shevchenko A.,Lehecka J.,Shevchenko A.,96,37,6-1 6-1    ,2,0
59963,Mutua Madrid Open,2023-04-29,Masters 1000,Outdoor,Clay,2nd Round,3,Shelton B.,Struff J.L.,Struff J.L.,38,65,6-4 6-7 5-7   ,3,1
59964,Mutua Madrid Open,2023-04-29,Masters 1000,Outdoor,Clay,2nd Round,3,Medvedev D.,Vavassori A.,Medvedev D.,3,164,6-4 6-3    ,2,0
59965,Mutua Madrid Open,2023-04-29,Masters 1000,Outdoor,Clay,2nd Round,3,Paul T.,Safiullin R.,Safiullin R.,17,112,3-6 6-7    ,2,1
59966,Mutua Madrid Open,2023-04-29,Masters 1000,Outdoor,Clay,2nd Round,3,Karatsev A.,Van De Zandschulp B.,Karatsev A.,121,29,6-2 7-5    ,2,0
59967,Mutua Madrid Open,2023-04-29,Masters 1000,Outdoor,Clay,2nd Round,3,Auger-Aliassime F.,Lajovic D.,Lajovic D.,9,40,2-6 6-3 6-7   ,3,1
59968,Mutua Madrid Open,2023-04-29,Masters 1000,Outdoor,Clay,2nd Round,3,Zapata Miralles B.,Evans D.,Zapata Miralles B.,42,24,6-3 6-2    ,2,0
59969,Mutua Madrid Open,2023-04-29,Masters 1000,Outdoor,Clay,2nd Round,3,Cecchinato M.,De Minaur A.,De Minaur A.,85,19,4-6 6-7    ,2,1
59970,Mutua Madrid Open,2023-04-29,Masters 1000,Outdoor,Clay,2nd Round,3,Baez S.,Giron M.,Baez S.,31,61,3-6 6-3 6-4   ,3,0
59971,Mutua Madrid Open,2023-04-29,Masters 1000,Outdoor,Clay,2nd Round,3,O Connell C.,Fritz T.,Fritz T.,81,10,6-7 4-6    ,2,1
59972,Mutua Madrid Open,2023-04-29,Masters 1000,Outdoor,Clay,2nd Round,3,Tiafoe F.,Etcheverry T.,Tiafoe F.,11,59,6-3 7-6    ,2,1
59973,Mutua Madrid Open,2023-04-29,Masters 1000,Outdoor,Clay,2nd Round,3,Kecmanovic M.,Garin C.,Garin C.,33,73,6-7 7-6 4-6   ,3,2
59974,Mutua Madrid Open,2023-04-29,Masters 1000,Outdoor,Clay,2nd Round,3,Cachin P.,Cerundolo F.,Cachin P.,67,30,6-1 7-6    ,2,1
59975,Mutua Madrid Open,2023-04-29,Masters 1000,Outdoor,Clay,2nd Round,3,Watanuki Y.,Norrie C.,Norrie C.,117,13,4-6 6-7    ,2,1
59976,Mutua Madrid Open,2023-04-29,Masters 1000,Outdoor,Clay,2nd Round,3,Zhang Zh.,Shapovalov D.,Zhang Zh.,99,27,6-7 6-4 7-6   ,3,2
59977,Mutua Madrid Open,2023-04-29,Masters 1000,Outdoor,Clay,2nd Round,3,Thiem D.,Tsitsipas S.,Tsitsipas S.,93,5,6-3 1-6 6-7   ,3,1
59978,Mutua Madrid Open,2023-04-30,Masters 1000,Outdoor,Clay,3rd Round,3,Khachanov K.,Bautista Agut R.,Khachanov K.,12,25,7-5 4-6 6-3   ,3,0
59979,Mutua Madrid Open,2023-04-30,Masters 1000,Outdoor,Clay,3rd Round,3,Arnaldi M.,Munar J.,Munar J.,105,88,6-3 3-6 1-6   ,3,0
59980,Mutua Madrid Open,2023-04-30,Masters 1000,Outdoor,Clay,3rd Round,3,Rublev A.,Nishioka Y.,Rublev A.,6,34,6-2 7-5    ,2,0
59981,Mutua Madrid Open,2023-04-30,Masters 1000,Outdoor,Clay,3rd Round,3,Grenier H.,Zverev A.,Zverev A.,128,16,1-6 0-6    ,2,0
59982,Mutua Madrid Open,2023-04-30,Masters 1000,Outdoor,Clay,3rd Round,3,Coric B.,Hurkacz H.,Coric B.,20,15,7-6 6-3    ,2,1
59983,Mutua Madrid Open,2023-04-30,Masters 1000,Outdoor,Clay,3rd Round,3,Dimitrov G.,Alcaraz C.,Alcaraz C.,32,2,2-6 5-7    ,2,0
59984,Mutua Madrid Open,2023-04-30,Masters 1000,Outdoor,Clay,3rd Round,3,Altmaier D.,Hanfmann Y.,Altmaier D.,92,108,7-6 6-3    ,2,1
59985,Mutua Madrid Open,2023-04-30,Masters 1000,Outdoor,Clay,3rd Round,3,Rune H.,Davidovich Fokina A.,Davidovich Fokina A.,7,35,6-7 7-5 6-7   ,3,2
59986,Mutua Madrid Open,2023-05-01,Masters 1000,Outdoor,Clay,3rd Round,3,Medvedev D.,Shevchenko A.,Medvedev D.,3,96,4-6 6-1 7-5   ,3,0
59987,Mutua Madrid Open,2023-05-01,Masters 1000,Outdoor,Clay,3rd Round,3,Lajovic D.,Struff J.L.,Struff J.L.,40,65,7-6 3-6 3-6   ,3,1
59988,Mutua Madrid Open,2023-05-01,Masters 1000,Outdoor,Clay,3rd Round,3,Karatsev A.,De Minaur A.,Karatsev A.,121,19,6-3 4-6 6-4   ,3,0
59989,Mutua Madrid Open,2023-05-01,Masters 1000,Outdoor,Clay,3rd Round,3,Tiafoe F.,Cachin P.,Cachin P.,11,67,1-6 6-7    ,2,1
59990,Mutua Madrid Open,2023-05-01,Masters 1000,Outdoor,Clay,3rd Round,3,Zapata Miralles B.,Safiullin R.,Zapata Miralles B.,42,112,6-3 3-6 6-3   ,3,0
59991,Mutua Madrid Open,2023-05-01,Masters 1000,Outdoor,Clay,3rd Round,3,Garin C.,Fritz T.,Fritz T.,73,10,1-6 6-7    ,2,1
59992,Mutua Madrid Open,2023-05-01,Masters 1000,Outdoor,Clay,3rd Round,3,Tsitsipas S.,Baez S.,Tsitsipas S.,5,31,7-5 3-6 6-3   ,3,0
59993,Mutua Madrid Open,2023-05-01,Masters 1000,Outdoor,Clay,3rd Round,3,Norrie C.,Zhang Zh.,Zhang Zh.,13,99,6-2 6-7 6-7   ,3,2
59994,Mutua Madrid Open,2023-05-02,Masters 1000,Outdoor,Clay,4th Round,3,Altmaier D.,Munar J.,Altmaier D.,92,88,6-3 6-0    ,2,0
59995,Mutua Madrid Open,2023-05-02,Masters 1000,Outdoor,Clay,4th Round,3,Rublev A.,Khachanov K.,Khachanov K.,6,12,6-7 4-6    ,2,1
59996,Mutua Madrid Open,2023-05-02,Masters 1000,Outdoor,Clay,4th Round,3,Karatsev A.,Medvedev D.,Karatsev A.,121,3,7-6 6-4    ,2,1
59997,Mutua Madrid Open,2023-05-02,Masters 1000,Outdoor,Clay,4th Round,3,Davidovich Fokina A.,Coric B.,Coric B.,35,20,7-6 3-6 6-7   ,3,2
59998,Mutua Madrid Open,2023-05-02,Masters 1000,Outdoor,Clay,4th Round,3,Alcaraz C.,Zverev A.,Alcaraz C.,2,16,6-1 6-2    ,2,0
59999,Mutua Madrid Open,2023-05-02,Masters 1000,Outdoor,Clay,4th Round,3,Fritz T.,Zhang Zh.,Zhang Zh.,10,99,6-3 6-7 6-7   ,3,2
60000,Mutua Madrid Open,2023-05-02,Masters 1000,Outdoor,Clay,4th Round,3,Struff J.L.,Cachin P.,Struff J.L.,65,67,7-6 6-7 6-3   ,3,2
60001,Mutua Madrid Open,2023-05-02,Masters 1000,Outdoor,Clay,4th Round,3,Zapata Miralles B.,Tsitsipas S.,Tsitsipas S.,42,5,3-6 1-6    ,2,0
60002,Mutua Madrid Open,2023-05-03,Masters 1000,Outdoor,Clay,Quarterfinals,3,Alcaraz C.,Khachanov K.,Alcaraz C.,2,12,6-4 7-5    ,2,0
60003,Mutua Madrid Open,2023-05-03,Masters 1000,Outdoor,Clay,Quarterfinals,3,Altmaier D.,Coric B.,Coric B.,92,20,3-6 3-6    ,2,0
60004,Mutua Madrid Open,2023-05-04,Masters 1000,Outdoor,Clay,Quarterfinals,3,Karatsev A.,Zhang Zh.,Karatsev A.,121,99,7-6 6-4    ,2,1
60005,Mutua Madrid Open,2023-05-04,Masters 1000,Outdoor,Clay,Quarterfinals,3,Tsitsipas S.,Struff J.L.,Struff J.L.,5,65,6-7 7-5 3-6   ,3,1
60006,Mutua Madrid Open,2023-05-05,Masters 1000,Outdoor,Clay,Semifinals,3,Alcaraz C.,Coric B.,Alcaraz C.,2,20,6-4 6-3    ,2,0
60007,Mutua Madrid Open,2023-05-05,Masters 1000,Outdoor,Clay,Semifinals,3,Karatsev A.,Struff J.L.,Struff J.L.,121,65,6-4 3-6 4-6   ,3,0
60008,Mutua Madrid Open,2023-05-07,Masters 1000,Outdoor,Clay,The Final,3,Alcaraz C.,Struff J.L.,Alcaraz C.,2,65,6-4 3-6 6-3   ,3,0
60009,Internazionali BNL d'Italia,2023-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Ivashka I.,Wawrinka S.,Wawrinka S.,73,84,2-6 4-6    ,2,0
60010,Internazionali BNL d'Italia,2023-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Fucsovics M.,Krajinovic F.,Fucsovics M.,92,74,6-4 6-2    ,2,0
60011,Internazionali BNL d'Italia,2023-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Van Assche L.,Etcheverry T.,Etcheverry T.,85,61,6-7 3-6    ,2,1
60012,Internazionali BNL d'Italia,2023-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Baez S.,Varillas J.P.,Baez S.,40,97,7-5 6-3    ,2,0
60013,Internazionali BNL d'Italia,2023-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Cachin P.,Garin C.,Garin C.,68,79,4-6 6-3 6-7   ,3,1
60014,Internazionali BNL d'Italia,2023-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Wu Y.,Gasquet R.,Wu Y.,57,44,3-6 6-3 6-3   ,3,0
60015,Internazionali BNL d'Italia,2023-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Edmund K.,Muller A.,Muller A.,473,100,1-6 3-6    ,2,0
60016,Internazionali BNL d'Italia,2023-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Bublik A.,Martinez P.,Bublik A.,49,142,6-3 7-6    ,2,1
60017,Internazionali BNL d'Italia,2023-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Cerundolo J.M.,Fils A.,Fils A.,105,119,1-6 6-1 4-6   ,3,0
60018,Internazionali BNL d'Italia,2023-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Popyrin A.,O Connell C.,Popyrin A.,77,78,6-2 7-6    ,2,1
60019,Internazionali BNL d'Italia,2023-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Giron M.,Safiullin R.,Safiullin R.,60,103,4-6 3-6    ,2,0
60020,Internazionali BNL d'Italia,2023-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Fognini F.,Murray A.,Fognini F.,130,42,6-4 4-6 6-4   ,3,0
60021,Internazionali BNL d'Italia,2023-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Cobolli F.,Rinderknech A.,Rinderknech A.,183,89,4-6 3-6    ,2,0
60022,Internazionali BNL d'Italia,2023-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Barrere G.,Nakashima B.,Barrere G.,63,47,6-3 6-3    ,2,0
60023,Internazionali BNL d'Italia,2023-05-11,Masters 1000,Outdoor,Clay,1st Round,3,Zeppieri G.,Altmaier D.,Altmaier D.,120,65,6-7 6-4 0-6   ,3,1
60024,Internazionali BNL d'Italia,2023-05-11,Masters 1000,Outdoor,Clay,1st Round,3,Carballes Baena R.,Dellien H.,Carballes Baena R.,51,157,6-2 6-3    ,2,0
60025,Internazionali BNL d'Italia,2023-05-11,Masters 1000,Outdoor,Clay,1st Round,3,Huesler M.A.,Kubler J.,Kubler J.,82,66,7-6 4-6 2-6   ,3,1
60026,Internazionali BNL d'Italia,2023-05-11,Masters 1000,Outdoor,Clay,1st Round,3,Monteiro T.,Mannarino A.,Monteiro T.,98,45,6-1 6-2    ,2,0
60027,Internazionali BNL d'Italia,2023-05-11,Masters 1000,Outdoor,Clay,1st Round,3,Nardi L.,Goffin D.,Goffin D.,151,107,6-3 4-6 2-6   ,3,0
60028,Internazionali BNL d'Italia,2023-05-11,Masters 1000,Outdoor,Clay,1st Round,3,Ruusuvuori E.,Humbert U.,Ruusuvuori E.,43,50,6-4 3-6 7-6   ,3,1
60029,Internazionali BNL d'Italia,2023-05-11,Masters 1000,Outdoor,Clay,1st Round,3,Mcdonald M.,Cecchinato M.,Cecchinato M.,55,83,3-6 5-7    ,2,0
60030,Internazionali BNL d'Italia,2023-05-11,Masters 1000,Outdoor,Clay,1st Round,3,Pella G.,Cressy M.,Pella G.,484,41,6-3 6-4    ,2,0
60031,Internazionali BNL d'Italia,2023-05-11,Masters 1000,Outdoor,Clay,1st Round,3,Passaro F.,Ramos-Vinolas A.,Ramos-Vinolas A.,126,72,6-4 1-6 4-6   ,3,0
